 Morbidade Hospitalar do SUS - por local de residência - Brasil
Internações por Município e Ano processamento
Capítulo CID-10: V.   Transtornos mentais e comportamentais
Período:Jan/2008-Set/2025
"Município";"2008";"2009";"2010";"2011";"2012";"2013";"2014";"2015";"2016";"2017";"2018";"2019";"2020";"2021";"2022";"2023";"2024";"2025";"Total"
"290490 CACHOEIRA";6;6;1;10;5;8;5;4;8;10;6;6;1;3;4;12;9;5;109
"290500 CACULE";2;2;2;1;2;3;2;1;1;-;-;2;1;-;2;-;1;2;24
"290510 CAEM";4;4;3;3;3;2;3;1;-;-;1;1;-;-;-;-;-;1;26
"290515 CAETANOS";1;-;3;5;-;2;-;1;1;1;5;2;-;1;1;-;-;1;24
"290520 CAETITE";33;4;9;2;7;7;12;4;10;15;19;12;9;8;6;6;9;12;184
"290530 CAFARNAUM";-;1;4;1;1;4;3;1;1;2;4;2;2;1;3;2;2;-;34
"290540 CAIRU";1;2;2;1;6;3;3;4;3;3;4;2;-;2;2;9;4;7;58
"290550 CALDEIRAO GRANDE";-;3;2;1;-;-;2;1;1;-;-;1;-;1;-;1;-;-;13
"290560 CAMACAN";22;27;32;39;38;27;39;8;7;6;-;4;1;-;2;3;3;1;259
"290570 CAMACARI";45;43;35;24;35;26;29;35;36;52;37;54;52;47;43;54;66;66;779
"290580 CAMAMU";21;15;27;31;34;17;15;2;4;4;4;3;5;3;5;4;3;5;202
"290590 CAMPO ALEGRE DE LOURDES";4;4;5;4;5;7;9;29;19;5;5;18;11;8;5;10;16;2;166
"290600 CAMPO FORMOSO";24;15;17;18;12;25;15;10;12;21;12;12;12;9;9;14;4;3;244
"290610 CANAPOLIS";-;-;1;-;4;-;1;1;2;2;4;4;5;-;-;4;-;1;29
"290620 CANARANA";2;2;1;-;-;4;6;7;2;1;-;-;1;2;1;-;1;4;34
"290630 CANAVIEIRAS";7;13;9;14;10;24;24;-;8;1;1;2;3;1;1;12;12;5;147
"290640 CANDEAL";6;2;2;1;3;3;-;-;1;1;1;1;1;1;3;6;3;2;37
"290650 CANDEIAS";23;20;15;18;15;7;12;11;12;9;20;24;14;13;21;24;18;16;292
"290660 CANDIBA";-;1;1;-;1;1;-;-;-;-;1;-;6;2;2;4;2;2;23
"290670 CANDIDO SALES";7;1;6;4;4;8;7;3;4;2;5;7;2;3;-;9;1;3;76
"290680 CANSANCAO";10;11;15;9;8;4;9;4;3;-;2;5;5;4;3;8;10;2;112
"290682 CANUDOS";1;1;2;4;1;-;1;-;1;1;1;-;3;-;4;8;-;5;33
"290685 CAPELA DO ALTO ALEGRE";3;1;1;1;2;1;-;1;3;2;-;-;5;2;1;1;-;-;24
"290687 CAPIM GROSSO";6;5;3;7;6;7;3;4;4;4;6;4;1;2;2;2;3;1;70
"290689 CARAIBAS";4;4;-;-;1;3;4;2;2;3;2;2;2;3;-;1;5;2;40
"290690 CARAVELAS";3;4;14;6;6;5;5;1;-;-;1;2;3;1;2;3;1;3;60
"290700 CARDEAL DA SILVA";6;1;3;4;2;3;4;1;1;2;-;2;3;-;1;1;1;1;36
"290710 CARINHANHA";41;15;16;15;8;4;1;-;6;2;4;2;14;3;5;1;1;5;143
"290720 CASA NOVA";30;25;39;22;27;34;26;22;31;32;49;20;33;18;12;22;6;2;450
"290730 CASTRO ALVES";8;5;6;6;4;2;1;1;1;2;2;4;-;-;1;7;3;3;56
"290740 CATOLANDIA";-;-;-;-;1;-;-;1;1;1;1;-;2;-;-;1;-;2;10
"290750 CATU";28;11;9;6;6;7;1;-;6;12;3;4;4;11;20;24;43;24;219
"290755 CATURAMA";2;-;1;1;1;-;2;2;3;2;-;-;-;1;2;1;-;1;19
"290760 CENTRAL";3;1;1;-;-;2;2;2;4;-;5;2;1;3;2;3;-;-;31
"290770 CHORROCHO";6;2;6;2;2;-;5;7;1;7;6;3;4;4;4;5;5;-;69
"290780 CICERO DANTAS";9;10;6;19;11;9;4;2;2;6;3;5;4;5;7;8;4;5;119
"290790 CIPO";3;1;1;-;3;2;-;1;-;-;1;3;-;-;-;-;1;1;17
"290800 COARACI";34;25;27;24;28;28;14;-;2;-;1;-;1;-;2;5;6;3;200
"290810 COCOS";-;3;15;14;3;-;2;1;-;-;-;-;-;1;1;-;-;1;41
"290820 CONCEICAO DA FEIRA";10;9;5;2;3;-;3;2;-;4;6;4;1;2;4;1;4;-;60
"290830 CONCEICAO DO ALMEIDA";11;9;5;9;10;5;3;-;2;1;-;1;2;1;-;-;4;-;63
"290840 CONCEICAO DO COITE";13;11;15;20;15;32;19;1;11;9;23;16;10;17;16;18;9;16;271
"290850 CONCEICAO DO JACUIPE";30;8;7;7;5;-;4;4;5;6;2;5;7;4;5;5;6;3;113
"290860 CONDE";6;5;7;9;8;1;6;2;5;5;2;-;2;3;4;11;3;3;82
"290870 CONDEUBA";3;2;5;4;3;1;1;4;9;3;7;8;5;6;9;6;6;2;84
"290880 CONTENDAS DO SINCORA";2;1;3;2;-;-;1;-;-;2;-;4;-;-;3;1;1;-;20
"290890 CORACAO DE MARIA";8;2;7;5;6;5;4;-;3;4;6;5;5;5;7;3;9;5;89
"290900 CORDEIROS";-;-;13;19;19;14;2;1;-;-;-;-;2;3;1;-;1;2;77
"290910 CORIBE";2;-;-;-;1;1;1;2;3;-;1;2;-;2;1;-;2;1;19
"290920 CORONEL JOAO SA";9;12;16;10;15;5;8;4;3;3;1;4;1;-;-;-;6;2;99
"290930 CORRENTINA";1;1;2;6;8;8;2;2;-;1;1;1;2;-;2;1;27;2;67
"290940 COTEGIPE";-;2;-;1;2;-;1;-;2;-;-;1;3;-;-;-;-;1;13
"290950 CRAVOLANDIA";-;-;-;-;1;1;-;1;4;5;6;1;3;-;1;1;-;2;26
"290960 CRISOPOLIS";2;4;3;5;5;2;2;5;7;-;1;4;1;2;7;7;3;-;60
"290970 CRISTOPOLIS";-;-;-;3;-;-;1;1;1;2;-;1;-;1;1;1;1;-;13
"290980 CRUZ DAS ALMAS";19;17;17;7;13;11;15;7;3;9;4;8;4;5;7;6;5;4;161
"290990 CURACA";8;8;18;10;7;21;32;31;20;14;11;16;17;15;14;12;16;5;275
"291000 DARIO MEIRA";9;8;19;17;15;22;11;1;1;3;1;1;-;1;3;-;2;-;114
"291005 DIAS D'AVILA";4;12;14;18;17;8;9;10;14;8;20;15;9;14;11;26;20;10;239
"291010 DOM BASILIO";1;2;3;-;4;6;4;3;-;-;-;3;6;3;7;6;3;3;54
"291020 DOM MACEDO COSTA";-;-;-;1;-;-;-;1;-;1;-;-;1;2;-;1;1;-;8
"291030 ELISIO MEDRADO";2;1;2;3;6;2;1;-;-;-;-;1;-;-;1;2;2;-;23
"291040 ENCRUZILHADA";1;-;3;7;1;4;4;4;5;6;5;2;2;4;-;3;1;1;53
"291050 ENTRE RIOS";7;3;7;10;3;5;2;3;3;5;7;2;-;1;3;5;7;4;77
"291060 ESPLANADA";35;32;20;23;22;23;22;15;10;11;13;15;9;4;14;7;14;9;298
"291070 EUCLIDES DA CUNHA";6;3;3;3;7;2;6;7;3;6;4;8;12;8;7;11;21;19;136
"291072 EUNAPOLIS";29;8;18;21;27;23;17;11;7;9;7;16;6;14;13;11;9;10;256
"291075 FATIMA";11;7;4;3;10;5;3;2;4;-;1;1;1;-;-;1;-;1;54
"291077 FEIRA DA MATA";-;-;1;1;-;-;-;-;-;-;1;1;-;-;-;-;-;1;5
"291080 FEIRA DE SANTANA";889;256;206;236;192;188;111;306;142;151;202;150;195;218;231;283;411;280;4647
"291085 FILADELFIA";7;7;10;14;16;9;15;12;4;9;4;5;4;5;8;7;1;-;137
"291090 FIRMINO ALVES";10;11;17;13;13;12;11;3;1;1;2;2;2;-;-;-;1;1;100
"291100 FLORESTA AZUL";7;15;7;7;12;5;6;5;2;-;-;-;-;1;1;-;-;-;68
"291110 FORMOSA DO RIO PRETO";3;4;6;9;4;-;-;-;-;-;1;-;2;-;1;-;1;1;32
"291120 GANDU";26;30;35;38;42;23;16;5;7;5;8;17;1;2;14;6;3;4;282
"291125 GAVIAO";-;1;1;1;-;-;-;3;7;3;1;4;-;-;1;2;-;-;24
"291130 GENTIO DO OURO";3;-;-;-;1;1;-;-;-;-;-;-;1;-;-;-;-;1;7
"291140 GLORIA";13;4;3;1;9;11;18;6;1;-;-;2;2;2;1;1;2;2;78
"291150 GONGOGI";5;10;10;6;7;3;4;2;-;-;1;-;2;1;-;-;-;2;53
"291160 GOVERNADOR MANGABEIRA";6;4;3;7;3;4;3;3;2;2;6;2;5;4;3;3;5;1;66
"291165 GUAJERU";-;-;-;1;1;1;2;3;-;2;1;-;-;-;-;-;1;2;14
"291170 GUANAMBI";26;4;5;3;5;6;4;3;5;4;5;10;8;6;5;10;7;8;124
"291180 GUARATINGA";2;3;3;4;10;7;5;2;-;-;-;-;3;4;1;1;-;1;46
"291185 HELIOPOLIS";9;6;8;9;4;-;2;2;2;1;-;1;-;2;-;-;-;-;46
"291190 IACU";2;1;3;3;1;1;8;2;1;2;5;2;2;2;2;3;4;2;46
"291200 IBIASSUCE";6;5;3;-;2;1;2;2;-;3;6;9;3;3;5;6;3;2;61
"291210 IBICARAI";4;15;15;18;16;12;7;-;1;-;-;2;1;3;-;-;1;-;95
"291220 IBICOARA";3;-;2;-;1;-;5;-;-;1;1;5;-;4;1;-;1;3;27
"291230 IBICUI";2;4;2;2;2;5;9;-;2;-;2;-;2;2;3;5;3;-;45
"291240 IBIPEBA";3;3;2;-;1;4;1;1;1;3;7;3;1;2;1;-;4;3;40
"291250 IBIPITANGA";1;1;1;-;-;1;2;-;1;1;1;3;6;-;5;4;2;7;36
"291260 IBIQUERA";-;2;-;1;1;1;7;1;2;-;-;-;-;-;-;4;-;-;19
"291270 IBIRAPITANGA";18;13;23;18;30;20;25;1;2;4;-;2;2;2;1;3;3;3;170
"291280 IBIRAPUA";-;-;-;-;-;-;1;1;2;2;4;1;1;-;1;2;1;-;16
"291290 IBIRATAIA";14;15;35;31;25;34;40;7;3;7;6;9;7;3;2;4;1;18;261
"291300 IBITIARA";4;3;2;1;2;1;-;-;34;18;22;11;14;5;13;14;8;7;159
"291310 IBITITA";13;5;3;5;1;-;-;2;1;5;-;-;-;1;-;-;-;-;36
"291320 IBOTIRAMA";2;1;-;-;2;2;-;3;16;4;3;4;2;1;2;1;-;3;46
"291330 ICHU";2;6;3;3;1;1;-;-;1;-;1;-;-;-;1;4;2;2;27
"291340 IGAPORA";3;5;1;2;1;7;1;2;2;-;-;1;-;1;-;2;1;2;31
"291345 IGRAPIUNA";4;4;8;5;6;6;3;2;1;1;-;-;3;-;-;1;1;3;48
"291350 IGUAI";12;9;9;7;20;12;13;11;7;11;19;13;8;9;16;11;3;1;191
"291360 ILHEUS";270;246;232;265;267;110;112;13;46;29;5;69;124;68;95;70;297;100;2418
"291370 INHAMBUPE";3;8;14;10;10;4;5;2;4;1;1;-;1;2;3;3;4;6;81
"291380 IPECAETA";5;3;1;-;1;3;2;3;1;1;1;1;2;4;4;7;3;3;45
"291390 IPIAU";33;31;35;27;27;28;32;9;8;14;9;12;8;18;15;14;7;14;341
"291400 IPIRA";21;10;8;7;11;12;6;6;12;8;5;10;11;8;7;12;7;5;166
"291410 IPUPIARA";4;2;2;2;3;-;-;-;2;-;2;-;2;-;-;1;-;-;20
"291420 IRAJUBA";1;3;2;-;1;1;1;2;1;1;1;-;-;2;-;1;1;-;18
"291430 IRAMAIA";1;4;3;2;3;-;1;2;4;3;2;4;2;-;-;1;-;3;35
"291440 IRAQUARA";-;1;2;1;2;1;2;-;-;1;4;1;1;-;4;2;-;-;22
"291450 IRARA";10;8;12;5;4;7;5;5;4;4;6;8;5;4;4;5;6;7;109
"291460 IRECE";9;4;4;6;7;10;3;2;9;3;3;3;3;4;5;1;8;2;86
"291465 ITABELA";5;2;3;16;13;10;10;1;2;4;7;2;1;6;6;9;7;8;112
"291470 ITABERABA";12;14;11;8;11;31;313;187;104;13;13;16;8;14;11;17;15;4;802
"291480 ITABUNA";672;654;767;723;620;590;477;119;122;28;14;37;21;9;28;50;29;26;4986
"291490 ITACARE";4;8;10;8;5;1;5;2;5;1;1;2;2;-;5;-;4;1;64
"291500 ITAETE";6;9;13;4;-;5;-;-;1;6;6;4;1;2;3;3;-;-;63
"291510 ITAGI";22;20;17;16;11;12;18;6;6;8;5;2;8;5;7;2;4;2;171
"291520 ITAGIBA";3;7;13;7;-;6;7;5;4;-;4;6;1;2;-;-;1;1;67
"291530 ITAGIMIRIM";1;10;14;6;11;7;8;1;1;3;-;1;-;-;-;-;-;-;63
"291535 ITAGUACU DA BAHIA";-;-;-;2;1;1;-;1;-;-;-;1;-;1;-;-;-;3;10
"291540 ITAJU DO COLONIA";6;7;16;12;14;3;2;-;-;-;-;-;-;-;-;-;-;1;61
"291550 ITAJUIPE";49;36;45;39;44;34;18;3;5;-;4;1;1;-;1;2;3;1;286
"291560 ITAMARAJU";47;23;24;36;30;16;13;5;10;10;14;22;22;23;17;8;8;12;340
"291570 ITAMARI";3;4;6;7;1;3;4;7;10;3;2;3;4;1;2;1;6;-;67
"291580 ITAMBE";13;6;17;16;10;9;14;5;8;8;21;12;11;11;5;18;20;10;214
"291590 ITANAGRA";2;3;1;1;1;-;-;1;-;-;1;3;1;-;-;1;-;-;15
"291600 ITANHEM";2;10;4;5;6;3;2;1;1;2;1;3;7;4;4;1;1;-;57
"291610 ITAPARICA";5;8;9;8;4;7;7;5;2;6;6;13;16;5;6;15;21;12;155
"291620 ITAPE";22;25;35;31;25;9;12;-;2;-;-;-;-;-;-;3;1;1;166
"291630 ITAPEBI";10;9;8;5;11;6;6;-;1;-;-;-;-;-;1;-;-;-;57
"291640 ITAPETINGA";13;5;19;18;16;14;13;4;6;6;1;3;5;-;1;3;3;8;138
"291650 ITAPICURU";5;3;7;6;3;7;6;1;1;2;3;2;1;1;1;3;1;1;54
"291660 ITAPITANGA";7;6;11;12;22;10;9;2;-;-;2;1;-;-;1;-;1;-;84
"291670 ITAQUARA";1;3;4;-;3;1;1;-;4;3;2;3;-;-;-;1;3;-;29
"291680 ITARANTIM";2;9;12;8;5;5;9;-;4;2;-;-;-;1;-;-;1;1;59
"291685 ITATIM";4;9;7;2;2;3;-;8;3;1;2;-;-;3;-;3;2;-;49
"291690 ITIRUCU";7;9;20;8;4;4;1;1;2;5;6;2;-;1;3;2;1;1;77
"291700 ITIUBA";27;14;14;12;5;13;12;13;3;4;15;16;8;13;17;5;6;5;202
"291710 ITORORO";13;17;7;4;11;7;3;2;1;1;1;1;1;-;1;1;-;-;71
"291720 ITUACU";5;6;3;1;4;2;8;1;3;1;3;2;3;5;5;4;6;1;63
"291730 ITUBERA";31;14;27;30;33;26;30;1;-;1;-;1;3;6;6;5;2;4;220
"291733 IUIU";1;-;2;2;2;-;1;2;1;2;-;-;-;2;-;3;1;1;20
"291735 JABORANDI";2;1;1;-;4;2;1;1;4;4;2;6;9;2;6;3;7;2;57
"291740 JACARACI";4;21;22;18;15;3;3;3;5;4;7;4;-;5;1;1;2;-;118
"291750 JACOBINA";10;11;12;7;19;19;21;27;18;18;26;38;28;21;30;9;10;15;339
"291760 JAGUAQUARA";13;16;17;47;54;43;36;23;10;11;12;14;9;9;5;6;34;30;389
"291770 JAGUARARI";13;17;22;25;33;26;13;8;12;13;17;13;7;3;7;8;5;1;243
"291780 JAGUARIPE";3;3;4;5;3;6;4;4;8;27;42;75;64;61;57;70;74;55;565
"291790 JANDAIRA";1;-;-;1;3;5;-;3;-;2;1;1;-;-;-;-;-;1;18
"291800 JEQUIE";135;229;325;192;171;144;159;127;137;131;169;142;107;122;135;237;139;122;2923
"291810 JEREMOABO";15;13;20;12;7;3;11;4;7;5;2;-;6;6;11;11;4;3;140
"291820 JIQUIRICA";5;2;2;2;2;1;-;-;-;-;1;1;-;-;1;1;1;1;20
"291830 JITAUNA";13;13;13;9;4;6;9;8;2;5;7;2;2;2;2;5;4;4;110
"291835 JOAO DOURADO";1;2;1;2;2;1;-;3;-;2;3;6;2;2;-;1;-;3;31
"291840 JUAZEIRO";278;284;284;300;309;329;231;302;288;224;280;119;172;172;119;92;21;9;3813
"291845 JUCURUCU";2;-;1;2;7;-;2;1;-;-;-;1;1;1;2;1;-;-;21
"291850 JUSSARA";7;1;4;2;3;-;2;2;1;-;1;-;-;1;2;2;-;-;28
"291855 JUSSARI";1;8;11;6;7;9;7;3;-;-;-;1;1;-;-;-;1;-;55
"291860 JUSSIAPE";5;1;3;-;3;-;4;1;2;-;-;2;5;1;2;2;2;2;35
"291870 LAFAIETE COUTINHO";4;5;2;2;3;3;1;2;3;1;2;1;1;-;3;3;1;2;39
"291875 LAGOA REAL";1;2;1;1;-;-;2;2;-;2;-;-;-;1;5;1;3;2;23
"291880 LAJE";6;9;5;5;5;5;2;2;3;-;-;3;2;-;3;1;-;3;54
"291890 LAJEDAO";-;-;-;2;-;1;-;-;-;-;-;1;-;-;-;-;-;-;4
"291900 LAJEDINHO";1;-;-;-;1;-;1;3;-;-;5;13;13;3;5;9;-;-;54
"291905 LAJEDO DO TABOCAL";5;7;16;7;-;3;1;2;1;-;-;2;-;-;-;-;1;-;45
"291910 LAMARAO";3;5;3;-;3;4;2;2;2;2;-;1;1;2;4;4;1;-;39
"291915 LAPAO";2;2;1;2;2;3;2;1;2;1;-;-;1;-;2;-;-;2;23
"291920 LAURO DE FREITAS";48;37;66;49;57;50;51;59;56;33;57;77;70;72;75;120;120;93;1190
"291930 LENCOIS";5;1;6;2;2;-;-;2;4;1;-;1;1;-;3;3;-;1;32
"291940 LICINIO DE ALMEIDA";6;5;1;2;-;2;4;7;3;4;9;7;6;4;8;3;5;2;78
"291950 LIVRAMENTO DE NOSSA SENHORA";4;5;6;17;26;46;52;37;26;26;23;14;15;27;9;29;16;15;393
"291955 LUIS EDUARDO MAGALHAES";15;-;1;5;1;1;-;-;5;6;6;3;4;1;1;1;2;4;56
"291960 MACAJUBA";5;3;4;1;1;6;9;1;-;-;4;3;2;2;3;2;-;1;47
"291970 MACARANI";1;1;3;1;1;3;-;2;8;-;3;1;2;-;2;2;2;-;32
"291980 MACAUBAS";3;3;5;2;22;12;21;8;11;4;4;2;3;1;2;1;3;1;108
"291990 MACURURE";2;3;-;-;2;-;-;2;-;1;-;-;1;1;2;1;-;-;15
"291992 MADRE DE DEUS";3;6;9;8;10;9;9;8;6;6;4;5;6;3;3;-;6;5;106
"291995 MAETINGA";-;-;-;1;1;6;2;2;1;-;3;3;2;1;2;1;-;2;27
"292000 MAIQUINIQUE";2;4;-;1;2;2;1;-;-;1;2;2;1;2;2;2;-;6;30
"292010 MAIRI";9;2;3;6;7;10;6;8;13;19;16;18;10;10;6;11;8;2;164
"292020 MALHADA";10;2;3;1;1;-;4;1;1;2;-;5;-;8;2;-;3;1;44
"292030 MALHADA DE PEDRAS";5;2;2;2;-;1;5;2;1;-;2;-;-;2;1;1;5;2;33
"292040 MANOEL VITORINO";12;12;14;9;10;7;4;4;6;7;8;5;7;3;8;12;3;4;135
"292045 MANSIDAO";-;-;-;-;-;6;-;1;-;-;-;-;-;-;-;-;1;-;8
"292050 MARACAS";5;9;10;6;7;2;2;3;3;4;4;5;1;3;1;3;2;2;72
"292060 MARAGOGIPE";11;3;4;6;7;12;6;4;7;7;13;21;4;9;12;12;16;20;174
"292070 MARAU";12;10;13;8;8;7;3;1;8;-;1;2;2;2;1;5;4;1;88
"292080 MARCIONILIO SOUZA";3;3;-;-;-;1;2;2;1;1;-;-;-;2;2;-;-;2;19
"292090 MASCOTE";23;19;25;22;32;19;4;1;1;1;-;-;-;-;-;2;1;1;151
"292100 MATA DE SAO JOAO";4;4;11;11;5;8;7;4;7;17;40;46;43;46;44;45;42;31;415
"292105 MATINA";-;2;3;1;3;3;3;1;1;1;-;-;-;2;1;3;-;2;26
"292110 MEDEIROS NETO";17;7;16;15;5;9;11;-;-;-;1;1;-;3;2;-;1;2;90
"292120 MIGUEL CALMON";11;10;10;4;6;7;11;9;6;5;14;65;90;75;67;70;49;30;539
"292130 MILAGRES";18;2;3;8;24;7;5;5;5;-;2;1;2;1;2;2;4;2;93
"292140 MIRANGABA";8;3;1;-;1;-;2;1;2;-;-;1;-;1;-;2;1;-;23
"292145 MIRANTE";3;1;1;-;3;1;2;-;-;-;1;6;-;-;-;-;-;2;20
"292150 MONTE SANTO";7;2;9;11;13;17;9;5;4;15;6;9;6;2;26;30;31;18;220
"292160 MORPARA";-;-;1;1;-;1;1;2;-;3;-;-;1;-;1;2;4;-;17
"292170 MORRO DO CHAPEU";7;3;6;2;1;1;-;-;2;1;-;6;3;5;2;3;5;3;50
"292180 MORTUGABA";2;-;-;-;-;4;11;7;5;2;13;13;4;9;5;2;1;1;79
"292190 MUCUGE";7;22;14;8;5;-;5;2;3;1;3;5;1;2;1;1;-;1;81
"292200 MUCURI";25;24;27;37;29;10;10;1;1;-;-;-;3;4;5;2;1;2;181
"292205 MULUNGU DO MORRO";1;1;-;-;1;6;4;4;1;1;-;2;-;-;-;-;2;2;25
"292210 MUNDO NOVO";6;-;3;8;4;6;1;1;5;2;1;7;4;7;16;9;2;2;84
"292220 MUNIZ FERREIRA";1;-;1;-;-;-;-;2;3;15;26;27;33;24;25;35;25;19;236
"292225 MUQUEM DE SAO FRANCISCO";-;-;-;-;-;-;-;-;2;1;1;-;-;-;1;-;-;-;5
"292230 MURITIBA";12;4;5;7;7;10;5;6;4;4;3;7;8;5;7;4;2;2;102
"292240 MUTUIPE";3;2;3;1;2;-;3;9;1;4;4;5;1;5;3;2;2;2;52
"292250 NAZARE";7;2;1;2;3;3;7;5;10;126;277;292;232;176;255;245;260;199;2102
"292260 NILO PECANHA";3;4;6;11;5;6;8;4;3;3;1;1;-;1;3;1;1;-;61
"292265 NORDESTINA";4;2;4;5;10;3;4;3;1;2;1;3;2;2;3;3;3;-;55
"292270 NOVA CANAA";1;-;2;8;-;2;5;4;1;6;5;5;5;3;6;2;5;4;64
"292273 NOVA FATIMA";5;3;4;7;5;4;-;3;2;-;2;-;1;1;1;-;-;2;40
"292275 NOVA IBIA";5;5;1;4;7;1;7;-;1;-;1;1;1;1;-;2;3;1;41
"292280 NOVA ITARANA";5;-;3;1;2;-;4;1;5;4;2;2;1;-;5;6;6;2;49
"292285 NOVA REDENCAO";-;1;1;3;-;-;7;3;4;1;2;2;-;1;3;-;1;-;29
"292290 NOVA SOURE";6;4;5;5;3;4;1;2;-;1;-;-;1;1;1;-;4;2;40
"292300 NOVA VICOSA";4;1;2;-;1;1;1;3;-;-;4;2;1;3;1;4;-;2;30
"292303 NOVO HORIZONTE";1;-;-;-;-;-;1;-;4;8;12;3;4;3;7;8;6;4;61
"292305 NOVO TRIUNFO";6;5;6;1;2;1;1;4;3;5;1;1;-;-;1;2;-;-;39
"292310 OLINDINA";7;2;14;12;13;1;5;4;1;2;3;2;5;2;1;3;3;1;81
"292320 OLIVEIRA DOS BREJINHOS";1;2;4;3;1;-;9;27;11;4;6;6;2;2;6;13;15;7;119
"292330 OURICANGAS";2;1;2;2;2;-;2;-;-;-;1;2;1;-;-;1;1;2;19
"292335 OUROLANDIA";4;1;-;-;-;1;1;3;1;1;3;8;-;6;8;1;4;5;47
"292340 PALMAS DE MONTE ALTO";5;10;9;9;8;12;17;20;3;3;9;1;4;5;2;6;2;3;128
"292350 PALMEIRAS";-;1;2;3;7;7;1;4;2;-;8;1;-;2;2;7;-;3;50
"292360 PARAMIRIM";-;3;7;7;6;-;2;6;3;-;4;2;3;4;2;3;3;6;61
"292370 PARATINGA";1;3;1;-;2;1;3;1;4;-;-;-;-;2;-;1;1;-;20
"292380 PARIPIRANGA";7;4;5;4;14;6;4;6;3;3;4;3;-;2;1;-;3;2;71
"292390 PAU BRASIL";16;13;10;11;7;8;4;-;1;-;-;-;-;-;2;1;-;-;73
"292400 PAULO AFONSO";44;37;65;33;23;4;11;25;7;11;9;13;19;56;77;50;63;45;592
"292405 PE DE SERRA";-;-;-;-;-;-;-;-;2;5;-;-;4;1;-;-;-;3;15
"292410 PEDRAO";5;2;2;3;2;2;3;2;1;-;-;-;-;-;-;1;2;-;25
"292420 PEDRO ALEXANDRE";5;4;3;7;1;4;1;1;4;2;-;4;4;-;1;8;1;-;50
"292430 PIATA";2;3;2;10;5;-;2;-;-;-;3;2;3;4;1;1;4;7;49
"292440 PILAO ARCADO";1;6;4;10;6;3;4;4;12;5;6;8;5;9;9;8;3;1;104
"292450 PINDAI";6;-;-;1;-;-;1;-;1;-;1;4;1;2;4;-;2;2;25
"292460 PINDOBACU";11;6;9;7;1;8;4;3;4;5;1;-;3;4;4;5;4;6;85
"292465 PINTADAS";6;4;9;2;4;1;-;1;-;3;3;4;1;4;1;-;-;-;43
"292467 PIRAI DO NORTE";15;8;12;7;6;13;4;-;4;4;2;3;1;-;-;1;-;1;81
"292470 PIRIPA";5;2;1;1;-;2;8;6;2;1;3;13;3;3;4;1;6;1;62
"292480 PIRITIBA";1;5;3;5;4;13;6;3;2;1;8;4;5;3;10;4;4;2;83
"292490 PLANALTINO";4;6;3;2;1;1;-;-;1;1;2;6;1;7;-;4;1;4;44
"292500 PLANALTO";3;2;5;1;5;3;9;8;2;1;6;5;5;6;2;6;5;5;79
"292510 POCOES";11;21;13;10;8;14;20;13;76;165;253;362;227;247;239;190;107;147;2123
"292520 POJUCA";6;4;6;3;11;8;7;3;10;7;1;7;4;10;9;4;6;7;113
"292525 PONTO NOVO";5;7;8;13;7;5;7;1;6;3;3;7;-;1;9;9;2;2;95
"292530 PORTO SEGURO";35;29;22;28;27;31;21;11;6;3;35;42;24;15;18;20;10;9;386
"292540 POTIRAGUA";6;6;7;8;4;6;1;3;1;-;1;-;2;-;-;-;2;-;47
"292550 PRADO";22;10;4;4;12;5;7;4;1;1;1;1;3;1;3;3;1;2;85
"292560 PRESIDENTE DUTRA";-;2;2;8;5;6;2;-;1;2;-;-;1;-;-;-;-;-;29
"292570 PRESIDENTE JANIO QUADROS";3;1;1;1;1;2;6;5;4;3;2;-;3;2;2;-;-;2;38
"292575 PRESIDENTE TANCREDO NEVES";3;8;4;10;8;5;4;1;-;8;3;1;3;1;4;2;4;-;69
"292580 QUEIMADAS";4;8;1;8;3;2;5;3;2;4;1;-;-;-;-;5;7;8;61
"292590 QUIJINGUE";2;2;2;1;1;-;-;1;1;1;1;2;-;-;1;-;-;1;16
"292593 QUIXABEIRA";3;-;1;1;2;7;3;2;-;6;3;6;2;-;2;1;2;1;42
"292595 RAFAEL JAMBEIRO";4;6;3;6;3;5;-;-;4;4;3;1;5;1;4;7;3;3;62
"292600 REMANSO";7;5;7;3;7;9;8;9;24;16;5;5;11;-;6;5;1;2;130
"292610 RETIROLANDIA";10;5;1;2;3;3;3;1;1;1;2;1;5;1;1;1;1;1;43
"292620 RIACHAO DAS NEVES";3;1;1;2;12;1;4;2;3;-;1;1;1;6;4;2;-;3;47
"292630 RIACHAO DO JACUIPE";10;11;15;10;11;13;5;8;9;2;-;3;1;3;3;2;-;2;108
"292640 RIACHO DE SANTANA";6;14;8;5;16;5;6;3;3;5;2;1;4;1;3;2;7;2;93
"292650 RIBEIRA DO AMPARO";3;1;2;-;1;-;-;-;1;-;-;-;-;-;-;-;1;1;10
"292660 RIBEIRA DO POMBAL";14;17;13;13;4;8;7;7;4;8;3;6;6;4;7;6;4;3;134
"292665 RIBEIRAO DO LARGO";3;3;4;1;-;2;3;3;2;2;2;3;3;1;1;2;3;6;44
"292670 RIO DE CONTAS";1;4;8;1;1;1;1;-;-;1;10;3;3;1;3;1;1;3;43
"292680 RIO DO ANTONIO";5;4;6;4;1;-;1;1;1;2;-;2;7;3;2;5;1;-;45
"292690 RIO DO PIRES";4;1;4;2;1;-;1;-;1;2;3;1;2;3;2;5;3;2;37
